Artist Name,Artist ID,Artist_Popularity,Artist_Followers,Artist Genre
Broken Social Scene,7lOJ7WXyopaxri0dbOiZkd,57.0,264435.0,"alternative dance,alternative rock,baroque pop,canadian indie,canadian rock,chillwave,dance-punk,freak folk,indie folk,indie pop,indie rock,lo-fi,modern rock,new rave,nu gaze,shimmer pop,slow core,stomp and holler"
Cocteau Twins,5Wabl1lPdNOeIn0SQ5A1mp,61.0,304654.0,"alternative rock,art pop,art rock,dance rock,dream pop,ethereal wave,melancholia,new wave,post-punk,scottish indie,shoegaze,slow core"
Scissor Sisters,3Y10boYzeuFCJ4Qgp53w6o,65.0,357971.0,"dance pop,electropop,europop,pop rock"
The Feelies,4UETUdF77BfyJ7fEFVztr3,45.0,42081.0,"alternative rock,art rock,dance rock,experimental,gbvfi,indie rock,jangle pop,new jersey indie,new wave,post-punk,power pop,slow core"
Lloyd Price,3iOE5ItEv5xr9fmKi7GNh2,46.0,44721.0,"adult standards,brill building pop,doo-wop,louisiana blues,memphis blues,new orleans blues,rhythm and blues,rock-and-roll,rockabilly"
Albert Ayler,2wn2nqzITvJ1vcMRO8Wzv6,31.0,19412.0,"avant-garde,avant-garde jazz,experimental,free improvisation,free jazz,jazz saxophone"
Neu!,2ooIqOf4X2uz4mMptXCtie,61.0,411841.0,"alternative rock,anti-folk,art pop,athens indie,e6fi,freak folk,indie pop,indie rock,lo-fi,modern rock"
Max Roach,6jrlNnS5B830kpi40j3S6g,45.0,47021.0,"avant-garde jazz,bebop,contemporary post-bop,cool jazz,free jazz,hard bop,jazz,jazz drums,jazz funk,soul jazz"
Beyonce,6vWDO969PvNqNYHIOW5v0m,91.0,23100218.0,"dance pop,pop,r&b"
Cat Stevens,08F3Y3SctIlsOEmKd6dnH8,74.0,1051388.0,"british folk,classic rock,folk,folk rock,mellow gold,rock,roots rock,singer-songwriter,soft rock"
Deee-Lite,4eQJIXFEujzhTVVS1gIfu5,57.0,79896.0,"hip house,new wave pop"
Moby Grape,0NHSh9S0VQiFfsEFbvhRXN,34.0,29207.0,"classic garage rock,country rock,folk rock,freakbeat,psychedelic rock"
Mission of Burma,5UMQV83wwZCCvRSQCVjZw6,42.0,43002.0,"alternative pop,alternative rock,boston rock,dance rock,dance-punk,experimental,garage psych,gbvfi,indie rock,post-hardcore,post-punk,punk,punk blues,slow core"
The Dandy Warhols,7siPLyFwRFYQkKgWKJ5Sod,59.0,209646.0,"alternative rock,dance-punk,indie rock,modern rock,rock"
Wes Montgomery,03YhcM6fxypfwckPCQV8pQ,56.0,145544.0,"bebop,contemporary post-bop,cool jazz,hard bop,jazz,jazz funk,jazz fusion,jazz guitar,soul jazz"
Elastica,3l14gV4hIMAjmo7KUvEWTx,45.0,73350.0,"alternative pop,alternative rock,britpop,candy pop"
k.d. Lang,6W1BHDF0T4a4KYcSwzD586,57.0,215204.0,"canadian country,canadian pop,canadian singer-songwriter,folk,lilith,mellow gold,new wave pop,permanent wave,pop rock,singer-songwriter,women's music"
Rush,2Hkut4rAAyrQxRdof7FVJq,72.0,1352202.0,"album rock,art rock,canadian metal,classic canadian rock,classic rock,hard rock,metal,progressive rock,rock"
X-Ray Spex,5BgWMOdEUJYdUBH3WXfMWt,44.0,64646.0,"dance rock,post-punk,pub rock,punk,riot grrrl"
The Rascals,5g2n2H9ndqvejERtwZ1rHh,43.0,24339.0,"bubblegum pop,folk rock"
Donald Fagen,0S1SjYebdSaiMpI8xSW2Wb,52.0,130417.0,"art rock,jazz fusion,mellow gold,soft rock,yacht rock"
Grace Jones,2f9ZiYA2ic1r1voObUimdd,60.0,179477.0,"art pop,art rock,dance pop,dance rock,disco,electronica,new romantic,new wave,new wave pop"
Mogwai,34UhPkLbtFKRq3nmfFgejG,58.0,405194.0,"british post-rock,cosmic post-rock,post-rock"
Meat Puppets,2h9yQhKyqOMex3QFMVeq7F,52.0,149493.0,"alternative rock,cowpunk,grunge,lo-fi,post-hardcore,post-punk,punk,rock"
Kelis,0IF46mUS8NXjgHabxk2MCM,66.0,337753.0,"dance pop,electropop,hip pop,neo soul,pop rap,r&b,urban contemporary"
13th Floor Elevators,7xYxgSJaIf7yOFLmknYX38,48.0,79720.0,"acid rock,classic garage rock,experimental,folk rock,freakbeat,protopunk,psychedelic rock"
Linda Ronstadt,1sXbwvCQLGZnaH0Jp2HTVc,66.0,408856.0,"adult standards,country rock,folk,folk rock,heartland rock,lilith,mellow gold,singer-songwriter,soft rock,traditional folk"
The Flamin' Groovies,3yesh1QeNXucaDFw8ZPKxd,45.0,35260.0,"classic garage rock,country rock,folk rock,freakbeat,garage rock,power pop,protopunk,psychedelic rock,pub rock,punk,punk blues,roots rock"
Guided by Voices,4oV5EVJ0XFWsJKoOvdRPvl,53.0,100617.0,"alternative pop,alternative rock,anti-folk,art rock,dance rock,e6fi,freak folk,garage psych,gbvfi,indie pop,indie punk,indie rock,lo-fi,modern power pop,noise pop,ohio indie,post-hardcore,power pop,slow core"
Siouxsie and The Banshees,1n65zfwYIj5kKEtNgxUlWb,60.0,464738.0,"alternative rock,dance rock,gothic rock,new romantic,new wave,new wave pop,post-punk,punk,uk post-punk"
The Beat,3WrFJ7ztbogyGnTHbHJFl2,90.0,16451967.0,"beatlesque,british invasion,classic rock,merseybeat,psychedelic rock,rock"
Steve Earle,2UBTfUoLI07iRqGeUrwhZh,63.0,175468.0,"alternative country,country rock,folk,folk rock,heartland rock,mellow gold,new americana,outlaw country,roots rock,singer-songwriter,texas country,traditional folk"
Meat Loaf,7dnB1wSxbYa8CejeVg98hz,67.0,530202.0,"album rock,mellow gold,rock,soft rock"
The Gun Club,3Un18X4NF1bpjgUk44lUzn,44.0,54607.0,"alternative rock,cowpunk,dance rock,experimental,garage rock,post-punk,psychedelic rock,psychobilly,punk,punk blues"
Bing Crosby,6ZjFtWeHP9XN7FeKSUe80S,58.0,295629.0,"adult standards,easy listening,lounge,swing,vocal jazz"
The Spinners,5fbhwqYYh4YwUoEs582mq5,65.0,459458.0,"classic soul,disco,funk,motown,philly soul,quiet storm,soul,southern soul"
Slint,4IwOItqRhsIoRuD5HP4vyC,47.0,81876.0,"alternative rock,art rock,experimental,experimental rock,freak folk,indie rock,lo-fi,louisville indie,math rock,post-hardcore,post-punk,post-rock,shoegaze,slow core"
Johnny Burnette,3PrFCybHMqrcPls31JxoIl,42.0,29427.0,"brill building pop,rock-and-roll,rockabilly"
Devendra Banhart,1YZEoYFXx4AxVv13OiOPvZ,64.0,467076.0,freak folk
Frankie Lymon and The Teenagers,40Zt6u0Ig5vXtrq0htgqvt,45.0,50417.0,"brill building pop,doo-wop,rhythm and blues,rock-and-roll,rockabilly"
Travis,0Y5tJX1MQlPlqiwlOH1tJY,98.0,10245569.0,rap
The Damned,6VeL8VhaMjHTPc5uovFl3h,53.0,211121.0,"alternative rock,dance rock,gothic rock,new wave,post-punk,pub rock,punk,uk post-punk"
Manu Chao,6wH6iStAh4KIaWfuhf0NYM,71.0,1003651.0,"latin alternative,world"
Boards of Canada,2VAvhf61GgLYmC6C8anyX1,61.0,373766.0,"ambient,electronica,indietronica,intelligent dance music,microhouse,scottish electronic,trip hop"
Modern Jazz Quartet,7wBFjZMHsC6nfV0HOSd6uI,47.0,69402.0,"bebop,big band,contemporary post-bop,cool jazz,hard bop,jazz,jazz quartet,soul jazz,stride,swing"
Common,2GHclqNVjqGuiE5mA7BEoc,68.0,619276.0,"alternative hip hop,chicago rap,conscious hip hop,gangster rap,hardcore hip hop,hip hop,neo soul,rap,southern hip hop"
Rickie Lee Jones,0dYkMe3wK29DulSa0uR8Rq,49.0,107408.0,"country rock,folk,folk rock,lilith,mellow gold,new wave pop,roots rock,singer-songwriter"
Animal Collective,4kwxTgCKMipBKhSnEstNKj,58.0,382000.0,"alternative dance,alternative rock,anti-folk,art pop,baltimore indie,chillwave,dance-punk,experimental pop,freak folk,indie pop,indie rock,indietronica,modern rock,new rave,noise pop"
Tindersticks,3dmSPhg0tdao8ePj4pySJ5,52.0,111931.0,"art pop,art rock,chamber pop,electronica,melancholia,nottingham indie,slow core"
Rufus Wainwright,2PfBzriIMRsCXPDtSy9vg8,60.0,224249.0,"canadian pop,chamber pop,melancholia,piano rock,singer-songwriter"
Desmond Dekker,1FcB6xMihhP9Hb6AdGVbWe,59.0,84674.0,"reggae,rock steady,ska,ska revival"
Cannonball Adderley,5v74mT11KGJqadf9sLw4dA,53.0,127769.0,"bebop,big band,contemporary post-bop,cool jazz,hard bop,jazz,jazz blues,jazz fusion,soul jazz,swing,vocal jazz"
Kylie Minogue,4RVnAU35WRWra6OZ3CbbMA,72.0,1013575.0,"australian dance,australian pop,dance pop,disco house,electropop,eurodance,europop,new wave pop,pop,pop rock"
George Russell,1CkthcIyaPjnbHLcwhbU7c,18.0,4282.0,"avant-garde jazz,contemporary post-bop,cool jazz,free improvisation,free jazz"
Godspeed You Black Emperor!,4svpOyfmQKuWpHLjgy4cdK,48.0,223320.0,"canadian post-rock,freak folk,instrumental post-rock,post-rock"
Aaliyah,0urTpYCsixqZwgNTkPJOJ4,64.0,2155817.0,"dance pop,hip hop,hip pop,pop,pop rap,r&b,urban contemporary"
Solomon Burke,4nts0oxMT67lVUoi5Kjxrb,59.0,152849.0,"classic soul,funk,motown,soul,soul blues,southern soul,vocal jazz"
The Blue Nile,1GWV70Reko15eV2nHCm0bM,49.0,38802.0,"art pop,art rock,dance rock,melancholia,new romantic,new wave,new wave pop,scottish new wave"
Minor Threat,07PiZYrhllpSXtELkUxlrf,52.0,189887.0,"dc hardcore,hardcore punk,post-hardcore,punk,straight edge"
Eels,3zunDAtRDg7kflREzWAhxl,62.0,305862.0,"alternative rock,melancholia"
The Yardbirds,2lxX1ivRYp26soIavdG9bX,56.0,560036.0,"album rock,art rock,blues rock,british blues,british invasion,classic rock,country rock,electric blues,folk rock,hard rock,psychedelic rock,rock,roots rock,symphonic rock"
Garth Brooks,4BclNkZtAUq1YrYNzye3N7,58.0,766981.0,"country,oklahoma country"
The Darkness,5r1bdqzhgRoHC3YcCV6N5a,60.0,273811.0,"glam metal,hard rock,rock"
Judy Garland,0hItVPjwJLVZrFqOyIsxPf,54.0,140730.0,"adult standards,lounge,torch song,vocal jazz"
John Martyn,3JulrApLVT81sb2HkfwMks,55.0,92230.0,"british folk,folk,folk rock,psychedelic folk,roots rock,singer-songwriter,traditional folk"
The Sparks,52WV9rEqSP9z9fcxeywOtz,20.0,1112.0,
Buena Vista Social Club,11kBu957KTYoAltZHDm8gW,68.0,763300.0,"latin jazz,world"
Living Colour,6Uhp7WA6sjm5ZL6Xz561de,56.0,217697.0,"alternative metal,alternative rock,funk metal,funk rock,hard rock,rock,wrestling"
Fela Kuti,5CG9X521RDFWCuAhlo6QoR,56.0,288078.0,"afrobeat,afropop,funk,soul,world"
King Sunny Adé,0eatcjNWvGuDEPNnjgPNn1,39.0,25528.0,"afrobeat,afropop,griot,highlife,juju,world"
The Carpenters,1eEfMU2AhEo7XnKgL7c304,71.0,1377117.0,"adult standards,folk,mellow gold,soft rock"
Neneh Cherry,3JxCEqL9zjKnDJgUhRuRJD,57.0,101404.0,"new wave pop,urban contemporary"
The Sugarcubes,1G0Xwj8mza6b03iYkVdzDP,48.0,94944.0,"alternative pop,alternative rock,art pop,dance rock,icelandic pop,new wave,new wave pop"
Lambchop,2Lhs0asnFQiLuntn3s8p78,48.0,62229.0,"alternative country,anti-folk,art pop,art rock,chamber pop,freak folk,lo-fi,melancholia,roots rock,slow core"
Roni Size/Reprazent,5UjqeSp9dX6Nrge7WdDukr,45.0,55853.0,"big beat,breakbeat,drum and bass,electronica,hardcore techno,jungle,liquid funk"
Lloyd Cole and The Commotions,6juuiuCv8jRHZOcvP2BqKp,50.0,63605.0,"art rock,dance rock,new romantic,new wave,new wave pop,scottish new wave"
Bonnie Raitt,4KDyYWR7IpxZ7xrdYbKrqY,64.0,372310.0,"classic rock,country rock,electric blues,folk,folk rock,lilith,mellow gold,pop rock,rock,roots rock,singer-songwriter,soft rock,traditional folk"
The Jungle Brothers,32HLqxbBmke7MySvs8tVSE,0.0,14.0,
Weather Report,162DCkd8aDKwvjBb74Gu8b,50.0,148801.0,"art rock,bebop,contemporary post-bop,jazz,jazz funk,jazz fusion"
War,2B4ZHz4QDWJTXPFPgO5peE,69.0,1222748.0,"g funk,gangster rap,hardcore hip hop,hip hop,rap,west coast rap"
Electric Light Orchestra,7jefIIksOi1EazgRTfW2Pk,76.0,2213402.0,"album rock,art rock,beatlesque,bow pop,classic rock,folk rock,glam rock,mellow gold,rock,soft rock,symphonic rock"
Tammy Wynette,1LFKKuzn302wp15dYH28id,58.0,308835.0,"country,country dawn,nashville sound"
Albert King,5aygfDCEaX5KTZOxSCpT9o,54.0,278090.0,"blues,blues rock,classic rock,electric blues,memphis soul,soul blues,traditional blues"
Erykah Badu,7IfculRW2WXyzNQ8djX8WX,71.0,1805207.0,"afrofuturism,hip hop,neo soul,r&b,soul,urban contemporary"
Ministry,1DXylZlWbVvlckNqwvjTEt,55.0,286088.0,"alternative metal,industrial,industrial metal,industrial rock,nu metal,rap rock"
Don Henley,5dbuFbrHa1SJlQhQX9OUJ2,69.0,799194.0,"album rock,art rock,classic rock,country rock,folk,folk rock,heartland rock,mellow gold,pop rock,rock,roots rock,singer-songwriter,soft rock,yacht rock"
Nat King Cole,7v4imS0moSyGdXyLgVTIV7,70.0,1331433.0,"adult standards,lounge,soul,vocal jazz"
Spacemen 3,1ZOlVrZ2MtNSY9LcFYklDB,25.0,29469.0,experimental rock
10 CC,1aCQ1cfnKWhCB1iJ8qXxdz,9.0,166.0,
The Decemberists,7ITd48RbLVpUfheE7B86o2,60.0,464093.0,"anti-folk,baroque pop,canadian indie,indie folk,indie pop,indie rock,modern folk rock,modern rock,stomp and holler"
Oliver Nelson,4QAp87iZerUP9PKxtLhmW1,59.0,22637.0,scandipop
The Carter Family,0FRIWJYklnmsll5M6h4gUL,45.0,33148.0,"appalachian folk,bluegrass,country gospel,folk,old-time,traditional country,traditional folk,vocal harmony group"
The Pop Group,3fBmq4xVcd346QvErp6fko,28.0,13881.0,"experimental,experimental rock,industrial,post-punk,uk post-punk"
Gladys Knight and The Pips,0TF2NxkJZPQoX1H53rEFM1,64.0,643001.0,"brill building pop,classic soul,disco,funk,motown,quiet storm,soul,southern soul"
Blumfeld,2dUiFnJOuYzjPISRq5UwLi,35.0,13281.0,"german indie,german indie pop,german rock,hamburger schule"
The Mars Volta,75U40yZLLPglFgXbDVnmVs,56.0,404733.0,"alternative metal,alternative rock,el paso indie,modern rock,rock"
Dr. John,320TrJub4arztwXRm7kqVO,60.0,167436.0,"blues,blues rock,classic rock,electric blues,folk rock,funk,jazz blues,louisiana blues,new orleans blues,piano blues,roots rock,soul"
Gang Starr,5cMgGlA1xGyeAB2ctYlRdZ,67.0,573772.0,"alternative hip hop,conscious hip hop,east coast hip hop,gangster rap,hardcore hip hop,hip hop,rap"
The Sugarhill Gang,7zliF6Q946WznVk3ZMYhZX,58.0,191486.0,"east coast hip hop,electro,funk,hip hop,hip house,new jersey rap,old school hip hop,rap"
The Moody Blues,5BcZ22XONcRoLhTbZRuME1,64.0,671524.0,"album rock,art rock,british invasion,classic rock,country rock,folk,folk rock,hard rock,mellow gold,progressive rock,psychedelic rock,rock,roots rock,soft rock,symphonic rock"
Faust,6jPriOYMyUL9kNonBI1CNd,68.0,22146.0,"dakke dak,danish pop"
Spencer Davis Group,3i9hP422d2KMjaupTzBNVS,57.0,163406.0,"blues rock,british blues,british invasion,bubblegum pop,classic rock,folk rock,merseybeat,protopunk,psychedelic rock,rock,rock-and-roll"
Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,82.0,5514658.0,"dance pop,pop,urban contemporary"
Chubby Checker,7qQJQ3YtcGlqaLg5tcypN2,58.0,175999.0,"adult standards,brill building pop,bubblegum pop,doo-wop,rock-and-roll,rockabilly"
And You Will Know Us by the Trail of Dead,6wBUn8gMP85n8dPu6LoUcF,45.0,52810.0,"alternative rock,dance-punk,indie rock,lo-fi,modern rock,post-hardcore"
The Troggs,57xdnSVt4ahJCIXYLieQ25,55.0,165092.0,"brill building pop,british invasion,bubblegum pop,classic garage rock,classic rock,folk rock,freakbeat,merseybeat,protopunk,psychedelic rock,rock-and-roll"
Salt 'n' Pepa,7wqtxqI3eo7Gn1P7SpP6cQ,65.0,449398.0,"dance pop,girl group,hip hop,hip house,hip pop,old school hip hop,pop,queens hip hop,rap"
The Birthday Party,5I2hMUcztc6QbzkyLskdt4,37.0,64690.0,"alternative rock,australian post-punk,experimental,experimental rock,gothic rock,industrial,post-punk,punk blues"
Phil Spector,3jVMgT4X7YeuYE4aludcmE,27.0,15624.0,brill building pop
Nick Lowe,3BqaUtuQmqIHg7B5Bc7fP7,53.0,67596.0,"alternative country,art rock,country rock,folk,folk rock,lilith,mellow gold,power pop,pub rock,roots rock,singer-songwriter,traditional folk"
Ann Peebles,5dM7jA0PXh0Ozz8LT2YOCB,55.0,56623.0,"classic soul,funk,memphis soul,soul,soul blues,southern soul"
Sugar,0hYxQe3AK5jBPCr5MumLHD,64.0,1216833.0,"contemporary country,country,country dawn,country road,modern country rock"
Joan Jett and The Blackhearts,1Fmb52lZ6Jv7FMWXXTPO3K,66.0,400769.0,"glam punk,rock"
Kate and Anna McGarrigle,7krh6ZjG7i7jvLGiG3YNJF,39.0,13773.0,"folk,folk rock,traditional folk"
The Chiffons,05sIdEkXAYDbDDdv3T56Oj,53.0,63763.0,"adult standards,brill building pop,bubblegum pop,classic girl group,doo-wop,motown,rhythm and blues,rock-and-roll"
Cameo,545idYhdloaSlLGBY8E9u2,59.0,389126.0,"disco,funk,motown,new jack swing,popping,post-disco,quiet storm,soul,urban contemporary"
The Psychedelic Furs,0O0lrN34wrcuBenkqlEDZe,61.0,301063.0,"art rock,dance rock,new romantic,new wave,new wave pop,post-punk,rock"
Jimmy Giuffre,4RncsrNJ1GDGsFBIxI76L6,30.0,4842.0,"avant-garde jazz,bebop,contemporary post-bop,cool jazz,free improvisation,free jazz,hard bop,jazz,jazz clarinet,jazz saxophone"
The Mekons,3mmySiPoBPzEhRnx7N3HSN,4.0,929.0,
At the Drive-In,5E2rtn57BM2WPjwak4kGd5,52.0,222283.0,"alternative metal,alternative rock,dance-punk,el paso indie,emo,indie rock,modern rock,post-hardcore"
Amerie,08rMCq2ek1YjdDBsCPVH2s,58.0,533414.0,"alternative r&b,dance pop,deep pop r&b,hip hop,hip pop,neo soul,pop rap,r&b,urban contemporary"
Tool,2yEwvVSSSUkcLeSTNyHKh8,76.0,1435733.0,"alternative metal,alternative rock,art rock,nu metal,post-grunge,post-metal,progressive metal,progressive rock,rock"
Question Mark and the Mysterians,3ZZHB1Xh2PM88QTMiqHB62,44.0,24819.0,"bubblegum pop,chicano punk,classic garage rock,freakbeat,protopunk,psychedelic rock"
Kyuss,3HCpwNmFp2rvjkdjTs4uxs,56.0,288989.0,"alternative metal,alternative rock,grunge,palm desert scene,rock,space rock,stoner metal,stoner rock"
"Earth, Wind & Fire",4QQgXkCYTt3BlENzhyNETg,76.0,2387282.0,"disco,funk,jazz funk,motown,quiet storm,soul"
Digital Underground,7jocoSCuCtpCxCI6IbP8ye,61.0,280786.0,"conscious hip hop,funk,gangster rap,hardcore hip hop,hip hop,hip house,rap,west coast rap"
Gil Evans,7g9DeYASD3RzlT4kDchsQZ,35.0,15360.0,"avant-garde jazz,bebop,contemporary post-bop,cool jazz,free jazz,hard bop,jazz,soul jazz"
Leadbelly,3Ovf2lytXSXWFM2cwsJACC,47.0,115895.0,"acoustic blues,appalachian folk,blues,country blues,delta blues,folk,texas blues,traditional blues,traditional folk"
Suzanne Vega,3X0tJzVYoWlfjLYI0Ridsw,59.0,266167.0,"folk,lilith,new wave pop,permanent wave,pop rock,singer-songwriter"
The Shadows,03hfAxVdAWj7kxDnSG0fLD,59.0,145439.0,"adult standards,brill building pop,british invasion,folk rock,merseybeat,rock-and-roll,rockabilly"
Don McLean,1gRNBaI4yn6wCCTvRhGWh8,69.0,480748.0,"adult standards,classic rock,folk,folk rock,mellow gold,singer-songwriter,soft rock,traditional folk"
The Meters,2JRvXPGWiINrnJljNJhG5s,59.0,159561.0,"afrobeat,classic soul,funk,instrumental soul,jazz funk,modern funk,new orleans funk,soul,southern soul"
They Might Be Giants,6zB02lwP6L6ZH32nggQiJT,62.0,231458.0,"comic,geek rock,permanent wave,zolo"
The Killers,0C0XlULifJtAgn6ZNCW2eu,81.0,5354612.0,"modern rock,permanent wave,rock"
Afghan Whigs,7IDrRpDz0cOuUVC32c8PKD,43.0,72616.0,"alternative pop,alternative rock,lo-fi,permanent wave"
The Flamingos,6iygtKnPG7TRvDaTYcLOd6,50.0,34973.0,"brill building pop,doo-wop,rhythm and blues"
Paul Butterfield Blues Band,6kz7WuPaUa4QVreP27I33i,42.0,57843.0,"blues,blues rock,chicago blues,country rock,electric blues,harmonica blues,psychedelic rock,traditional blues"
Rick James,0FrpdcVlJQqibaz5HfBUrL,63.0,684801.0,"disco,funk,motown,post-disco,quiet storm,soul,synth funk"
Art Pepper,3GpMtIOC5ZLvMBMI7IxPvA,50.0,40429.0,"bebop,big band,contemporary post-bop,cool jazz,hard bop,jazz,jazz saxophone,soul jazz"
John Hiatt,4Sld5LOPbAm1QSq9U32fFV,56.0,116869.0,"alternative country,classic rock,country rock,folk,folk rock,heartland rock,lilith,mellow gold,pub rock,rock,roots rock,singer-songwriter,soft rock,traditional folk"
Destiny's Child,1Y8cdNmUJH7yBTd9yOvr5i,76.0,4087986.0,"dance pop,girl group,hip pop,pop,r&b,urban contemporary"
The Five Satins,2YP02JRa1JLejrg3XTssJS,51.0,36456.0,"brill building pop,doo-wop,rhythm and blues,rock-and-roll"
Erroll Garner,6C65D20ASusYqHGSIktfED,53.0,54198.0,"adult standards,bebop,big band,contemporary post-bop,cool jazz,hard bop,jazz,jazz piano,swing,vocal jazz"
Fine Young Cannibals,20p5D2KrE8CGuOjHtxsyTp,63.0,458974.0,"dance rock,mellow gold,new romantic,new wave,new wave pop,soft rock,synthpop"
Tears for Fears,4bthk9UfsYUYdcFyqxmSUU,74.0,1600181.0,"dance rock,new romantic,new wave,new wave pop,permanent wave,rock,soft rock,synthpop"
Lee Perry,1TsG4AumsMt1Tcq2nHpov9,56.0,113022.0,"dub,reggae,rock steady,roots reggae,ska"
808 State,7hFdUW64G4iU1tz46ITRfN,49.0,66936.0,"acid house,big beat,chicago house,electro,hardcore techno,hip house,intelligent dance music,madchester,rave,techno"
Art Brut,1gxXzfykdtDuod56hPkYyr,36.0,20726.0,"british indie rock,dance-punk,new rave"
Culture,6kz53iCdBSqhQCZ21CoLcc,67.0,838711.0,"dance rock,disco,europop,mellow gold,new romantic,new wave,new wave pop,soft rock,synthpop"
The Orioles,4Am5deuAhDuKUJgXmoCQzj,27.0,4128.0,"rhythm and blues,vocal harmony group"
Nelly,2gBjLmx6zQnFGQJCAQpRgw,78.0,1521474.0,"dance pop,hip hop,pop,pop rap,rap,southern hip hop,urban contemporary"
Alicia Keys,3DiDSECUqqY1AuBP8qtaIa,83.0,7571421.0,"hip pop,neo soul,pop,r&b,urban contemporary"
Gnarls Barkley,5SbkVQYYzlw1kte75QIabH,68.0,343494.0,"atl hip hop,neo soul"
The Jayhawks,2UDplVRprMbazU74Hq8OLl,53.0,76826.0,"alternative country,alternative rock,country rock,folk,folk rock,heartland rock,indie folk,lilith,mellow gold,new americana,pop rock,power pop,roots rock,traditional folk"
Neutral Milk Hotel,2ooIqOf4X2uz4mMptXCtie,61.0,411841.0,"alternative rock,anti-folk,art pop,athens indie,e6fi,freak folk,indie pop,indie rock,lo-fi,modern rock"
Boz Scaggs,46njgd2Rq9tZc4ZjeQMgbh,63.0,402463.0,"adult standards,album rock,classic rock,country rock,folk,folk rock,mellow gold,roots rock,singer-songwriter,soft rock,yacht rock"
Quicksilver Messenger Service,7DCnwoFMqGN6eZULdcLZeL,42.0,74555.0,"acid rock,blues rock,classic garage rock,classic rock,country rock,folk rock,psychedelic rock,symphonic rock"
Kaiser Chiefs,0LbLWjaweRbO4FDKYlbfNt,64.0,949994.0,"alternative rock,dance-punk,modern rock,rock"
Rahsaan Roland Kirk,7De2eIqeHTw091YeAkkYXV,36.0,25008.0,"avant-garde jazz,bebop,contemporary post-bop,cool jazz,free improvisation,free jazz,hard bop,jazz,jazz funk,jazz saxophone,soul jazz"
Steppenwolf,1WRM9i067hd2ujxxi8FI3m,67.0,877313.0,"acid rock,album rock,blues rock,classic canadian rock,classic rock,country rock,folk rock,hard rock,mellow gold,psychedelic rock,rock,roots rock"
Doves,7MdYtdLOSFdHTFfM4TU2bf,53.0,5452.0,emo rap
The Notwist,1o4xLcugkCtDDOw7POAMha,44.0,59103.0,german indie
Sheryl Crow,4TKTii6gnOnUXQHyuo9JaD,70.0,643788.0,"lilith,mellow gold,neo mellow,new wave pop,permanent wave,pop rock,rock"
The Faces,3v4feUQnU3VEUqFrjmtekL,63.0,233069.0,"album rock,art rock,blues rock,classic rock,country rock,folk rock,glam rock,hard rock,mellow gold,protopunk,psychedelic rock,pub rock,rock,roots rock,soft rock"
Henry Mancini,2EExdpjU4SK3xnJHO5paJf,59.0,101323.0,"adult standards,classic soundtrack,easy listening,lounge"
Bill Withers,1ThoqLcyIYvZn7iWbj8fsj,75.0,907977.0,"funk,motown,quiet storm,soul"
The Boo Radleys,6UYwzZChuolxsylHcZcBBP,44.0,24819.0,"britpop,c86,dream pop,shoegaze"
Alice in Chains,64tNsm6TnZe2zpcMVMOoHL,74.0,2703023.0,"alternative metal,alternative rock,grunge,hard rock,nu metal,post-grunge,rock"
Scritti Politti,59luKpdal8UwxcuLJNoKwS,43.0,57172.0,"dance rock,new romantic,new wave,new wave pop,synthpop"
Japan,7MoIc5s9KXolCBH1fy9kkw,58.0,206366.0,"art pop,indie pop,indie rock,indietronica,philly indie"
The Congos,0nGxKkhmIzyu6bvuXrko1e,50.0,67748.0,"dub,reggae,rock steady,roots reggae,ska"
The Incredible String Band,0tQzBYPjAardhWpGkqVdNW,36.0,32801.0,"british folk,canterbury scene,experimental,folk,folk rock,psychedelic folk,psychedelic rock,traditional folk"
The Four Seasons,6mcrZQmgzFGRWf7C0SObou,68.0,365437.0,"adult standards,brill building pop,bubblegum pop,doo-wop,folk rock,motown,northern soul,rock-and-roll"
Harry Belafonte,6Tw1ktF4xMmzaLLbe98I2z,60.0,110868.0,"adult standards,brill building pop,calypso,lounge"
Badly Drawn Boy,244fcyNSuyhbRlMGfMbYrO,55.0,88902.0,"britpop,melancholia"
Justin Timberlake,31TPClRtHm23RisEBtV3X7,84.0,9116195.0,"dance pop,pop"
Joe Henderson,3BG0nwVh3Gc7cuT4XdsLtt,47.0,71586.0,"avant-garde jazz,bebop,big band,contemporary jazz,contemporary post-bop,cool jazz,free jazz,hard bop,jazz,jazz funk,jazz fusion,jazz saxophone,soul jazz"
Ruben Bladés,5BwMgvRwlq61SmknvsVIQj,68.0,659262.0,"latin jazz,salsa,tipico,tropical"
Jimmy Smith,5GXruybcLmXPjR9rKKFyS6,50.0,59079.0,"bebop,contemporary post-bop,cool jazz,hammond organ,hard bop,jazz,jazz blues,jazz funk,jazz fusion,jazz organ,soul jazz"
Lenny Kravitz,5gznATMVO85ZcLTkE9ULU7,73.0,1941194.0,"permanent wave,pop rock,rock"
Dexter Gordon,3NUsiT2JSyaWAnWaXxDzhQ,52.0,131544.0,"bebop,contemporary post-bop,cool jazz,hard bop,jazz,jazz fusion,jazz saxophone,soul jazz,stride,swing,vocal jazz"
The Neville Brothers,3d1olqhURDe8e5HOta1Qxg,47.0,38838.0,"louisiana blues,new orleans blues,new orleans funk,roots rock,soul"
